order id,order date,customer segment,gender,product category,product subcategory,units sold,product name,unit price,discount %,shipping mode,city,state,country,payment mode,customer id,status
320,2022-10-17,Enterprise,Male,Food - Nuts,Flavored Nuts,7,Maple Cinnamon Almonds,4.29,10.63,Standard,Upton,England,United Kingdom,EMI,CUS0506,Canceled
321,2024-01-31,Corporate,Male,Pets,Grooming Supplies,9,Portable Pet Bathing Tool,29.99,17.14,Same Day,Talangbetutu,,Indonesia,UPI,CUS0048,Completed
322,2023-09-28,Enterprise,Male,Toys,Pretend Play Toys,9,Wooden Children's Play Kitchen,129.99,17.2,Standard,Quirinópolis,,Brazil,UPI,CUS0542,Completed
323,2022-02-03,Small Business,Female,Food - Snacks,Nuts and Seeds,4,Pecan Nuts,6.49,16.23,Standard,Kampot,,Cambodia,EMI,CUS0061,Canceled
324,2024-12-24,Corporate,Polygender,Art Supplies,Digital Art Supplies,16,Digital Drawing Tablet,79.99,14.76,Standard,Szubin,,Poland,COD,CUS0610   CUS0611,Completed
325,2022-08-13,Enterprise,Male,Food - Canned Soups,Soups,23,Homestyle Beef Stew,7.99,2.8,Standard,Sagud-Bahley,,Philippines,COD,CUS0602,Canceled
326,2023-10-04,Small Business,Female,Food - Snacks,Savory Snacks,1,Savory Rice Cakes,2.5,13.01,Standard,Houston,Texas,United States,Wallet,CUS0884,Completed
327,2023-06-25,Small Business,Genderqueer,Food - Bakery,Gluten-Free Baked Goods,22,Almond Flour Biscuits,6.49,13.2,Standard,Qizili,,China,Debit Card,CUS0402,Canceled
328,2025-01-05,Corporate,Female,Food - Grains,Legumes,27,Lentils,2.99,13.38,Standard,Zaslawye,,Belarus,COD,CUS0964,Completed
329,2025-03-10,Consumer,Male,Food - Sides,Bread & Rolls,22,Garlic Breadsticks,3.49,29.17,Express,Cergy-Pontoise,Île-de-France,France,COD,CUS0778,Returned
330,2024-04-30,Corporate,Male,Food - Breakfast,Pancake and Waffle Mixes,5,Pumpkin Spice Pancake Mix,3.49,11.26,Standard,Newcastle,,Saint Kitts and Nevis,Wallet,CUS0396,Canceled
331,2024-12-30,Enterprise,Male,Kitchen,Blenders & Juicers,6,High-Speed Blender,99.99,14.71,Standard,Haoyi,,China,UPI,CUS0783,Canceled
332,2025-04-23,Corporate,Female,Food - Frozen Food,Frozen Meals,2,Teriyaki Chicken Wings,10.99,2.69,Express,Lidköping,Västra Götaland,Sweden,UPI,CUS0880   CUS0881,Completed
333,2025-07-10,Enterprise,Female,Toys,Building Toys,25,Foam Building Blocks for Kids,22.99,9.23,Standard,Józefów,,Poland,Debit Card,CUS0877,Completed
334,2025-05-16,Enterprise,Female,Food - Snacks,Healthy Snacks,7,Organic Cereal Bars,4.29,19.07,Standard,Fresnes,Île-de-France,France,EMI,CUS0178,Canceled
335,2024-01-09,Consumer,Female,Food - Breakfast,Granola & Muesli,16,Apple Cinnamon Granola,4.49,14.52,Standard,Ulety,,Russia,Debit Card,CUS0720   CUS0721,Completed
336,2022-09-20,Corporate,Male,Clothing - Footwear,Women's Footwear,18,Slingback Sandals,29.99,2.03,Same Day,Dalongdong,,China,EMI,CUS0254,Returned
337,2022-10-26,Corporate,Male,Apps,Productivity,2,Digital Bullet Journal,24.99,1.15,Standard,Písečná,,Czech Republic,Wallet,CUS0639,Returned
338,2024-06-26,Consumer,Female,Toys,Musical Toys,19,Children's Musical Instrument Set,39.99,13.21,Standard,Quimilí,,Argentina,EMI,CUS0672,Completed
339,2022-05-06,Enterprise,Male,Outdoor,Camping Equipment,27,Multi-Tool,39.99,3.06,Same Day,Przytyk,,Poland,Wallet,CUS0854,Completed
340,2025-01-22,Consumer,Male,Food - Grocery,Legumes,11,Organic Green Lentils,3.99,11.37,Same Day,Acacías,,Colombia,EMI,CUS0495,Completed
341,2023-06-22,Small Business,Female,Health,Sleep & Relaxation,16,Self-Massaging Pillow,49.99,17.66,Express,Prizren,,Kosovo,EMI,CUS0500,Completed
342,2024-11-30,Small Business,Female,Pets,Cat Care,6,Self-Cleaning Cat Litter Box,199.99,3.83,Standard,Krasnaye,,Belarus,Debit Card,CUS0430 CUS0431,Canceled
343,2025-02-16,Small Business,Female,Food - Beverages,Herbal Tea,9,Herbal Tea Variety Pack,4.99,28.46,Express,Duotian,,China,UPI,CUS0969,Completed
344,2022-03-06,Small Business,Male,Clothing - Footwear,Women's Dress Shoes,20,Classic Pumps,64.99,10.31,Express,Ramon’,,Russia,Credit Card,CUS0559,Completed
345,2022-07-25,Small Business,Polygender,Fitness,Hydration Gear,11,Glass Water Bottle,25.99,17.94,Same Day,Pastores,,Guatemala,Credit Card,CUS1000,Completed
346,2025-07-31,Enterprise,Female,Pets,Pet Accessories,18,Pet Leash,15.99,3.57,Express,Antas,Braga,Portugal,Credit Card,CUS0674,Completed
347,2023-07-31,Enterprise,Female,Food - Pasta,Specialty Pasta,13,Lentil Pasta,4.99,20.7,Standard,Chicago,Illinois,United States,COD,CUS0412,Returned
348,2022-12-04,Small Business,Male,Pets,Travel Accessories,25,Pet Travel Backpack Carrier,49.99,15.26,Same Day,Jiucaizhuang,,China,Wallet,CUS0648,Canceled
349,2023-10-25,Small Business,Male,Food - Snacks,Healthy Snacks,29,Oven-Baked Potato Chips,2.79,10.26,Same Day,Río Ceballos,,Argentina,UPI,CUS0795,Completed
350,2022-10-14,Consumer,Female,Food - Spices,Rubs and Seasonings,26,Steak Seasoning Rub,2.49,18.7,Express,Xigou,,China,COD,CUS0857,Completed
351,2022-07-07,Corporate,Male,Food - Fresh Produce,Vegetables,12,Organic Baby Carrots,2.99,14.39,Express,Karátoulas,,Greece,EMI,CUS0949,Completed
352,2023-01-16,Corporate,Female,Beauty,Makeup,4,Luxury Rolling Makeup Case,99.99,8.78,Same Day,Sacanche,,Peru,EMI,CUS0112,Completed
353,2023-05-25,Small Business,Male,Food - Prepared Meals,Kits - Sushi,7,Spicy Tuna Sushi Kit,8.99,14.72,Standard,Uchaly,,Russia,Wallet,CUS0162,Completed
354,2022-02-10,Corporate,Male,Photography,Marine Photography Equipment,22,Underwater Camera,199.99,3.55,Express,Fusagasuga,,Colombia,Credit Card,CUS0249,Canceled
355,2022-07-19,Corporate,Female,Sports,Snow Sports,28,Ski Goggles,49.99,7.18,Standard,Aygezard,,Armenia,Credit Card,CUS0766,Canceled
356,2025-02-24,Corporate,Female,Food - Frozen Vegetables,Frozen Veggie Snacks,27,Buffalo Style Cauliflower Bites,5.49,2.65,Same Day,Dieppe,Haute-Normandie,France,Credit Card,CUS0156,Completed
357,2022-07-10,Corporate,Male,Food,Beverages,27,Home Brewing Starter Kit,79.99,8.91,Express,Mörrum,Blekinge,Sweden,Credit Card,CUS0962,Canceled
358,2024-03-12,Consumer,Bigender,Pets,Dog Accessories,22,Portable Dog Water Bottle,18.99,12.75,Same Day,Avignon,Provence-Alpes-Côte d'Azur,France,Credit Card,CUS0259,Returned
359,2024-07-02,Consumer,Polygender,Kitchen,Baking Accessories,29,Silicone Baking Mat Set,24.99,6.08,Express,Bërxull,,Albania,Debit Card,CUS0640   CUS0641,Completed
360,2023-07-15,Small Business,Male,Food - Beverages,Health Drinks,24,Chocolate Mint Protein Shake,3.99,5.9,Express,Usukhchay,,Russia,UPI,CUS0051,Returned
361,2022-06-13,Corporate,Male,Food - Baking,Baking Ingredients,4,Pumpkin Pie Spice,2.99,15.07,Standard,Belfast,,South Africa,EMI,CUS0365,Canceled
362,2022-03-04,Consumer,Female,Food - Confectionery,Cookies & Biscuits,24,Ginger Snaps,2.79,4.99,Express,Nikopol,,Bulgaria,UPI,CUS0640   CUS0641,Completed
363,2022-10-02,Small Business,Male,Home,Home Fragrance & Accessories,21,Scent Diffuser,34.99,20.44,Same Day,Chongru,,China,Credit Card,CUS0360 CUS0361,Completed
364,2022-03-27,Enterprise,Male,Toys,Building Toys,19,Foam Building Blocks for Kids,22.99,3.31,Express,Santa Bernardina,,Uruguay,Credit Card,CUS0272,Canceled
365,2023-04-25,Enterprise,Female,Food - Canned Goods,Soups & Broths,12,Garden Vegetable Soup,3.29,5.85,Express,Wisznice,,Poland,Credit Card,CUS0852,Completed
366,2022-07-03,Small Business,Female,Electronics,Mobile Accessories,15,Wireless Induction Charger,19.99,20.9,Same Day,Kasreman,,Indonesia,Credit Card,CUS0455,Completed
367,2024-01-28,Enterprise,Female,Food - Nut Butters,Nut Butters,21,Maple Almond Butter,5.49,25.61,Standard,Daming,,China,Wallet,CUS0258,Canceled
368,2023-06-30,Enterprise,Male,Toys,Jigsaw Puzzles,10,Puzzle,27.99,20.02,Express,Limoges,Limousin,France,UPI,CUS0515,Completed
369,2024-02-22,Corporate,Non-binary,Garden,Indoor Gardening Supplies,23,Plant Growing Kit,22.99,6.0,Standard,Punta Cana,,Dominican Republic,COD,CUS0193,Completed
370,2024-06-23,Enterprise,Female,Food - Cereals,Granola,7,Raisin Cinnamon Granola,3.79,2.26,Standard,Awilega,,Indonesia,UPI,CUS0434,Completed
371,2022-09-21,Enterprise,Female,Health,Sleep & Relaxation,13,Weighted Blanket for Adults,59.99,14.6,Same Day,Bao’an,,China,EMI,CUS0762,Canceled
372,2022-01-21,Enterprise,Female,Kitchen,Kitchen Storage & Organization,19,Magnetic Spice Jars,24.99,24.5,Same Day,Guri i Zi,,Albania,Credit Card,CUS0939,Completed
373,2023-10-05,Small Business,Female,Fitness,Fitness Equipment,14,Fitness Balance Ball,24.99,14.52,Express,Qiuchuan,,China,Wallet,CUS0364,Completed
374,2024-12-23,Consumer,Bigender,Office,Furniture,5,Adjustable Laptop Desk,59.99,8.21,Same Day,Volosovo,,Russia,Credit Card,CUS0519,Completed
375,2024-12-08,Consumer,Female,Fitness,Wearable Technology,9,Fitness Tracker with Heart Rate Monitor,59.99,29.62,Express,Linköping,Östergötland,Sweden,Credit Card,CUS0892,Returned
376,2023-02-10,Small Business,Female,Kitchen,Cooking Tools & Utensils,24,Quality Chef Apron,19.99,7.87,Express,Korostyshiv,,Ukraine,UPI,CUS0168,Completed
377,2022-12-25,Enterprise,Female,Kitchen,Cooking Tools & Utensils,11,Digital Food Thermometer,19.99,28.98,Same Day,Klerksdorp,,South Africa,Debit Card,CUS0772,Completed
378,2022-08-13,Enterprise,Female,Food - Snacks,Salsas and Dips,6,Black Bean Salsa,3.49,16.04,Express,Yongfeng,,China,Debit Card,CUS0718,Completed
379,2022-02-16,Small Business,Male,Food - Canned Goods,Soups & Broths,8,Chicken Broth,2.49,3.4,Express,Mizusawa,,Japan,UPI,CUS0322,Returned
380,2023-07-08,Corporate,Male,Pets,Grooming Supplies,28,Pet Grooming Brush,19.99,6.51,Same Day,Bouaflé,,Ivory Coast,UPI,CUS0125,Completed
381,2024-12-28,Enterprise,Female,Food - Condiments,Asian Condiments,15,Thai Red Curry Paste,3.99,16.35,Express,Pondohan,,Indonesia,UPI,CUS0772,Completed
382,2024-12-23,Small Business,Male,Smart Home,Home Security,20,Smart Home Security Camera,79.99,7.37,Express,Praia da Vitória,Ilha Terceira,Portugal,Debit Card,CUS0357,Completed
383,2024-11-27,Consumer,Male,Food - Frozen Foods,Frozen Appetizers,29,Vegetable Spring Rolls,6.49,2.35,Standard,Pećigrad,,Bosnia and Herzegovina,Debit Card,CUS0647,Completed
384,2023-05-28,Corporate,Male,Clothing - Pants,Formal Pants,6,Classic Black Trousers,54.99,27.04,Express,Lyaskelya,,Russia,COD,CUS0455,Returned
385,2022-08-13,Consumer,Male,Footwear,Outdoor Footwear,2,Men's Waterproof Hiking Boots,89.99,9.85,Standard,Gaplek,,Indonesia,Credit Card,CUS0406,Returned
386,2022-07-05,Consumer,Female,Fitness,Yoga Equipment,15,Yoga Blocks,29.99,8.27,Express,Socorro,,Colombia,Debit Card,CUS0234,Canceled
387,2022-11-02,Small Business,Female,Travel,Travel Accessories,3,Compressible Packing Cubes,29.99,24.31,Standard,Pagsanahan Norte,,Philippines,UPI,CUS0705,Completed
388,2023-05-30,Consumer,Female,Food - Breakfast,Instant Breakfast,9,Maple Oatmeal,2.99,1.45,Same Day,Dayr as Sūdān,,Palestinian Territory,EMI,CUS0006,Completed
389,2022-09-17,Enterprise,Male,Accessories,Mobile Accessories,14,Magnetic Phone Case,19.99,22.36,Standard,Vukovije Donje,,Bosnia and Herzegovina,COD,CUS0262,Returned
390,2025-02-07,Consumer,Male,Food - Condiments,Vinegars,16,Balsamic Vinegar,4.99,28.54,Standard,Ourinhos,,Brazil,Debit Card,CUS0970   CUS0971,Completed
391,2023-01-07,Corporate,Male,Food - Meats,Poultry,6,Whole Roasted Chicken,9.99,21.07,Standard,Hengjing,,China,COD,CUS0144,Completed
392,2024-07-14,Small Business,Male,Food - Produce,Vegetables,11,Organic Sweet Potatoes,1.99,13.46,Express,Landskrona,Skåne,Sweden,COD,CUS0157,Returned
393,2023-04-25,Enterprise,Male,Food - Nut Butters,Nut Butters,13,Maple Almond Butter,5.49,17.66,Standard,Kedungkrajan,,Indonesia,Credit Card,CUS0177,Completed
394,2024-03-26,Small Business,Female,Clothing - Tops,Sweaters,4,V-Neck Sweater,49.99,12.24,Standard,Kuz’minskiye Otverzhki,,Russia,UPI,CUS0849,Completed
395,2022-05-01,Enterprise,Male,Food - Frozen Foods,Frozen Vegetables,9,Peas (frozen),1.89,19.53,Same Day,Hangbu,,China,EMI,CUS0048,Returned
396,2022-12-13,Consumer,Male,Food - Soups,Vegetarian Soups,5,Carrot Ginger Soup,4.29,7.0,Standard,Pärnu,,Estonia,Debit Card,CUS0226,Canceled
397,2022-08-24,Consumer,Female,Electronics,Networking Equipment,28,Wireless Wi-Fi Extender,49.99,10.65,Express,Meudon,Île-de-France,France,COD,CUS0192,Completed
398,2022-08-14,Small Business,Male,Food - Oils,Oils,26,Organic Coconut Oil,8.99,21.82,Standard,Masma,,Peru,Credit Card,CUS0110,Completed
399,2022-07-19,Small Business,Female,Art Supplies,Markers & Pens,3,Watercolor Brush Pens,19.99,28.18,Standard,Ozubulu,,Nigeria,UPI,CUS0212,Completed
400,2023-10-23,Consumer,Female,Food - Canned Goods,Canned Fruits,6,Peach Halves (canned),2.49,16.39,Standard,Patrocinio,,Philippines,UPI,CUS0332,Returned
401,2025-08-12,Corporate,Female,Pets,Pet Accessories,23,Pet Tracking Collar,59.99,10.17,Express,Dangbigih,,Indonesia,COD,CUS0079,Canceled
402,2025-05-27,Corporate,Male,Fitness,Hydration Gear,6,Self-Cleaning Water Bottle,49.99,1.3,Standard,Pszczew,,Poland,EMI,CUS0958,Canceled
403,2024-10-19,Enterprise,Male,Food - Frozen Foods,Frozen Fruit Blends,17,Berry Smoothie Mix,4.99,22.74,Standard,Candelaria,,Colombia,EMI,CUS0738,Completed
404,2022-05-07,Small Business,Female,Food - Frozen Foods,Frozen Fruits,20,Frozen Berry Medley,5.49,10.6,Express,Nauchnyy Gorodok,,Russia,EMI,CUS0687,Canceled
405,2022-11-18,Consumer,Male,Clothing - Shirts,Casual Shirts,18,Oversized Denim Shirt,49.99,1.74,Express,Metz,Lorraine,France,Credit Card,CUS0061,Completed
406,2023-06-28,Small Business,Female,Accessories,Personal Care,25,Rechargeable Hand Warmer,22.99,8.03,Standard,Seara,Vila Real,Portugal,UPI,CUS0320 CUS0321,Completed
407,2023-02-23,Small Business,Female,Kitchen,Cookware,29,Ceramic Cookware Set,179.99,13.29,Express,Laâyoune / El Aaiún,,Western Sahara,Debit Card,CUS0118,Completed
408,2022-03-13,Small Business,Female,Food - Canned Goods,Canned Fruits,10,Pineapple Rings,2.49,22.12,Same Day,Zhendu,,China,Credit Card,CUS0660   CUS0661,Completed
409,2025-04-29,Enterprise,Male,Food - Cereal,Granola,12,Nutty Granola Clusters,2.49,10.83,Standard,Skanör,Skåne,Sweden,UPI,CUS0405,Canceled
410,2024-10-01,Small Business,Male,Pets,Training Supplies,22,Dog Training Clicker,5.99,23.4,Standard,Ar Rudayyif,,Tunisia,Credit Card,CUS0051,Completed
411,2025-07-04,Corporate,Female,Gaming,Gaming Accessories,2,Wireless Gaming Mouse,39.99,20.81,Same Day,Gunjur Kuta,,Gambia,Debit Card,CUS0397,Completed
412,2025-05-23,Small Business,Female,Food - Salads,Healthy Salads,8,Mediterranean Chickpea Salad,5.99,1.82,Express,Magallanes,,Philippines,Debit Card,CUS0659,Returned
413,2023-03-30,Corporate,Female,Outdoor,Outdoor Accessories,1,Tabletop Fire Pit,79.99,2.99,Standard,Iława,,Poland,Debit Card,CUS0610   CUS0611,Canceled
414,2022-10-16,Enterprise,Male,Food - Snacks,Salsas and Dips,20,Black Bean Salsa,3.49,2.52,Express,Bangil,,Indonesia,EMI,CUS0854,Returned
415,2022-03-01,Small Business,Female,Kitchen,Baking Accessories,30,Silicone Baking Molds,15.99,20.86,Standard,Tymbark,,Poland,UPI,CUS0894,Completed
416,2024-03-31,Enterprise,Male,Clothing - Accessories,Headwear,7,Cable Knit Beanie,19.99,16.38,Standard,Citarik,,Indonesia,COD,CUS0574,Completed
417,2025-01-13,Enterprise,Female,Home,Lighting & Lamps,12,LED Strip Lights with Remote Control,29.99,20.68,Standard,Peristerá,,Greece,Debit Card,CUS0412,Completed
418,2022-08-13,Corporate,Female,Crafts,Candle & Soap Making Supplies,17,DIY Candle Kit,34.99,19.49,Same Day,Vom,,Nigeria,Wallet,CUS0939,Completed
419,2023-07-09,Small Business,Male,Food - Oils & Vinegars,Oils,8,Coconut Oil,6.49,6.04,Standard,Naschel,,Argentina,Debit Card,CUS0685,Returned
420,2024-08-10,Consumer,Female,Food - Frozen Foods,Frozen Desserts,17,Vanilla Ice Cream,4.99,23.61,Express,Obodivka,,Ukraine,EMI,CUS0524,Completed
421,2025-08-07,Small Business,Male,Home,Decorative Wall Art & Accessories,18,3D Night Light,19.99,28.15,Same Day,Glendale,California,United States,UPI,CUS0364,Returned
422,2022-05-18,Small Business,Non-binary,Health,Emergency Preparedness & First Aid,7,Deluxe First Aid Kit,39.99,6.88,Express,Stari Grad,,Croatia,COD,CUS0197,Completed
423,2022-01-17,Small Business,Female,Clothing,Loungewear,8,Luxury Bath Robe,49.99,22.85,Express,Pingqiao,,China,COD,CUS0442,Returned
424,2025-04-01,Small Business,Male,Food - Grains,Couscous,23,Mediterranean Couscous,3.59,26.34,Same Day,Guadalupe Victoria,Chiapas,Mexico,UPI,CUS0893,Returned
425,2022-10-14,Corporate,Male,Outdoor,Outdoor Recreation,7,Inflatable Pool Float,29.99,14.5,Express,Varennes,Québec,Canada,Credit Card,CUS0714,Completed
426,2025-05-18,Small Business,Female,Audio,Wireless Speakers,18,Portable Speakers,69.99,13.33,Express,Mariposa,,Peru,Wallet,CUS0414,Completed
427,2023-01-04,Corporate,Female,Automotive,Phone Accessories,5,Wireless Car Charger,24.99,27.0,Express,Dầu Tiếng,,Vietnam,Wallet,CUS0517,Canceled
428,2023-09-10,Consumer,Male,Food - Snacks,Healthy Snacks,17,Maple Cinnamon Granola Bars,3.49,22.88,Express,Rumyantsevo,,Russia,Wallet,CUS0867,Returned
429,2023-11-15,Corporate,Female,Home,Home Appliances,2,USB Desk Fan,14.99,15.99,Same Day,Pakis,,Indonesia,Wallet,CUS0934,Returned
430,2024-08-17,Consumer,Male,Home,Home Organization,13,Photo Album,24.99,8.07,Same Day,Ivanishchi,,Russia,Debit Card,CUS0658,Completed
431,2025-04-23,Enterprise,Male,Food - Condiments,Dressing,13,Poppy Seed Dressing,3.49,24.6,Same Day,Bang Phlat,,Thailand,Debit Card,CUS0484,Canceled
432,2022-11-23,Small Business,Female,Home,Lighting & Lamps,6,LED Strip Lights Kit,29.99,6.09,Standard,Barţa‘ah ash Sharqīyah,,Palestinian Territory,UPI,CUS0339,Completed
433,2024-05-19,Enterprise,Male,Accessories,Wine Accessories,14,Insulated Wine Tote,24.99,7.84,Same Day,Pingshan,,China,Wallet,CUS0117,Completed
434,2024-03-28,Small Business,Male,Health,Nutrition & Fitness,28,Home Delivery Food Journal,14.99,8.97,Same Day,Pôrto Barra do Ivinheima,,Brazil,COD,CUS0610   CUS0611,Completed
435,2022-05-03,Enterprise,Female,Food - Condiments,Marinades and Sauces,3,Vegetarian Stir Fry Sauce,2.49,17.2,Same Day,Lingsar,,Indonesia,Credit Card,CUS0145,Returned
436,2022-11-16,Consumer,Female,Food - Bakery,Breads,19,Caraway Rye Bread,4.79,1.48,Express,Čáslav,,Czech Republic,COD,CUS0263,Completed
437,2022-06-17,Corporate,Male,Food - Frozen Foods,Frozen Fruit Blends,24,Berry Smoothie Mix,4.99,8.92,Standard,Guatraché,,Argentina,COD,CUS0435,Returned
438,2025-06-18,Corporate,Male,Health,Oral Care & Hygiene,8,Rechargeable Electric Toothbrush,49.99,3.1,Express,San Quintin,,Philippines,UPI,CUS0200,Completed
439,2022-09-22,Consumer,Male,Food - Snacks,Chocolate Snacks,5,Dark Chocolate Bars,2.99,16.75,Same Day,Bafoulabé,,Mali,UPI,CUS0043,Completed
440,2025-04-23,Enterprise,Male,Food - Canned Goods,Soups & Broths,11,Vegetable Broth,2.29,19.78,Express,Camargo,,Bolivia,Wallet,CUS0545,Completed
441,2023-09-24,Consumer,Male,Food - Soups,Instant Soups,8,Miso Soup Mix,3.29,28.47,Express,Buarcos,Coimbra,Portugal,Wallet,CUS0863,Completed
442,2024-06-02,Small Business,Male,Food - Vegetables,Vegetable Dishes,16,Grilled Vegetable Medley,4.49,28.36,Same Day,Itaocara,,Brazil,UPI,CUS0478,Canceled
443,2023-08-15,Corporate,Male,Accessories,Jewelry Storage,18,Travel Jewelry Case,24.99,7.72,Standard,Sylvan Lake,Alberta,Canada,EMI,CUS0749,Completed
444,2025-08-04,Consumer,Male,Food - Baking,Flours & Meals,19,Almond Flour,5.99,4.76,Express,Miřetice,,Czech Republic,UPI,CUS0883,Completed
445,2022-02-11,Enterprise,Female,Accessories,Weather Accessories,3,Compact Umbrella,12.99,10.21,Express,Tuanjie,,China,COD,CUS0767,Canceled
446,2023-12-31,Enterprise,Male,Kitchen,Drinkware,21,Stainless Steel Travel Mug,19.99,8.13,Express,Komorów,,Poland,Wallet,CUS0101,Returned
447,2023-12-22,Corporate,Female,Food - Bakery,Cookies,1,Cranberry Almond Cookies,4.29,25.25,Express,Leping,,China,Debit Card,CUS0774,Completed
448,2023-06-08,Consumer,Male,Food - Grains,Italian Cuisine,15,Italian Pasta,2.29,16.11,Standard,Loum,,Cameroon,UPI,CUS0512,Returned
449,2024-11-24,Small Business,Female,Food - Vegetables,Salads,1,Cabbage Slaw Mix,2.29,11.98,Standard,Point Pedro,,Sri Lanka,COD,CUS0735,Canceled
450,2022-10-12,Corporate,Female,Toys,Jigsaw Puzzles,28,Puzzle,27.99,12.82,Same Day,Martil,,Morocco,COD,CUS0033,Completed
451,2023-02-05,Corporate,Male,Outdoor,Camping Equipment,8,Air Mattress,49.99,3.97,Express,Venezia,Veneto,Italy,Credit Card,CUS0977,Completed
452,2024-03-22,Consumer,Agender,Food - Dairy,Dairy Alternatives,26,Organic Coconut Yogurt,4.49,19.06,Same Day,Grand Rapids,Michigan,United States,Wallet,CUS0925,Completed
453,2024-09-30,Consumer,Male,Food - Dips,Fruit Dips,26,Peach Salsa,3.29,20.25,Same Day,Manorom,,Thailand,Credit Card,CUS0562,Completed
454,2023-02-13,Small Business,Female,Kitchen,Kitchen Accessories,27,Recipe Book Stand,22.99,14.14,Same Day,Bitung,,Indonesia,Credit Card,CUS0036,Completed
455,2023-08-28,Corporate,Female,Outdoor,Camping Equipment,28,Backpacking Tent,109.99,6.52,Standard,Pasirmadang,,Indonesia,Credit Card,CUS0587,Completed
456,2024-05-31,Consumer,Female,Pets,Pet Accessories,5,Pet Leash,15.99,8.16,Standard,Zhongcheng,,China,UPI,CUS0216,Completed
457,2024-09-07,Consumer,Bigender,Kitchen,Small Appliances,28,Microwave Popcorn Maker,19.99,25.78,Express,Kongwan,,China,Debit Card,CUS0101,Completed
458,2022-02-24,Small Business,Female,Office,Laptop Accessories,22,Adjustable Laptop Stand,29.99,21.11,Express,Progreso,,Uruguay,UPI,CUS0647,Canceled
459,2025-02-12,Corporate,Male,Food - Dairy,Cheese,21,Smoked Gouda Cheese,5.49,12.82,Standard,Chepes,,Argentina,Credit Card,CUS0878,Completed
460,2022-04-10,Corporate,Female,Outdoor,Cycling Accessories,30,Lockable Bicycle Chain,19.99,20.18,Same Day,Koina,,Gambia,EMI,CUS0859,Canceled
461,2025-07-27,Corporate,Female,Kitchen,Cutlery,26,Professional Chef Knife,89.99,6.63,Standard,Vredendal,,South Africa,COD,CUS0694,Returned
462,2022-01-20,Corporate,Male,Accessories,Jewelry Storage,29,Handcrafted Wooden Jewelry Box,39.99,22.23,Standard,Banjar Petak,,Indonesia,Credit Card,CUS0154,Completed
463,2024-07-29,Corporate,Male,Food - Beverages, smoothies,22,Peanut Butter Banana Smoothie,3.99,6.03,Standard,Bohumín,,Czech Republic,COD,CUS0336,Completed
464,2025-03-17,Small Business,Female,Health,Fitness & Nutrition,18,Plant-Based Protein Bars,19.99,9.88,Same Day,Xunzhai,,China,Credit Card,CUS0098,Completed
465,2022-09-10,Corporate,Female,Clothing - Tops,Activewear,22,Active Racerback Tank,24.99,21.99,Same Day,Xiaoqi,,China,Debit Card,CUS0597,Completed
466,2023-07-26,Corporate,Female,Accessories,Bags,13,Cotton Tote Bag Set,29.99,22.42,Standard,Jixing,,China,COD,CUS0485,Canceled
467,2022-02-15,Corporate,Male,Food - Sides,Bread & Rolls,3,Garlic Breadsticks,3.49,9.0,Same Day,Sim,,Russia,Credit Card,CUS0680   CUS0681,Canceled
468,2022-10-18,Enterprise,Male,Food - Sauces,Asian Sauces,27,Spicy Thai Chili Sauce,3.29,10.47,Standard,Sosnovka,,Russia,Credit Card,CUS0764,Canceled
469,2022-10-01,Enterprise,Agender,Food - Condiments,Spicy Sauces,30,Chipotle Sauce,3.29,24.79,Same Day,Klukeng,,Indonesia,UPI,CUS0844,Canceled
470,2022-10-31,Consumer,Male,Smart Home,Home Automation,16,Smart Thermostat,149.99,10.07,Same Day,Changgai,,China,Debit Card,CUS0207,Canceled
471,2024-11-26,Corporate,Female,Food - Snacks,Sweet Snacks,11,Caramel Apple Chips,3.49,5.7,Standard,Shuibian,,China,Debit Card,CUS0105,Completed
472,2024-03-30,Small Business,Female,Food - Dairy,Cheese,27,Sliced Cheese,4.49,7.03,Standard,Circa,,Peru,Wallet,CUS0575,Completed
473,2022-08-21,Small Business,Female,Automotive,Automotive Tools,20,Car Diagnostic Scanner,49.99,16.01,Express,Qal‘ah-ye Na‘īm,,Afghanistan,Wallet,CUS0924,Returned
474,2023-08-17,Corporate,Female,Food - Desserts,Baking Mixes,4,Classic Cheesecake Mix,4.99,4.33,Express,Kantemirovka,,Russia,COD,CUS0567,Completed
475,2025-06-13,Corporate,Female,Accessories,Laptop Accessories,17,Ultra-Thin Laptop Sleeve,19.99,11.23,Same Day,Campurrejo,,Indonesia,Credit Card,CUS0549,Canceled
476,2024-07-29,Consumer,Male,Food - Condiments,Salsas & Dips,24,Salsa,3.49,2.15,Express,Āwash,,Ethiopia,UPI,CUS0407,Completed
477,2023-09-10,Small Business,Female,Toys,Outdoor Play Toys,9,Children's Gardening Set,19.99,13.07,Express,Ambulong,,Philippines,Wallet,CUS0459,Canceled
478,2024-10-11,Corporate,Genderfluid,Clothing - Bottoms,Bottoms,17,Chino Shorts,34.99,2.71,Express,Ecilda Paullier,,Uruguay,Debit Card,CUS0587,Completed
479,2024-03-27,Enterprise,Genderfluid,Food - Beverages,Juice,23,Raspberry Limeade,1.99,6.98,Standard,Cholet,Pays de la Loire,France,Wallet,CUS0053,Completed
480,2024-07-16,Small Business,Male,Food - Snacks,Savory Snacks,6,Pepperoni Pizza Rolls,6.99,25.48,Express,Antang,,China,COD,CUS0576,Returned
